NIT;RAZÓN SOCIAL;SUPERVISOR;REGIÓN;DEPARTAMENTO DOMICILIO;CIUDAD DOMICILIO;CIIU;MACROSECTOR;INGRESOS OPERACIONALES;GANANCIA (PÉRDIDA);TOTAL ACTIVOS;TOTAL PASIVOS;TOTAL PATRIMONIO;Año de Corte
899999068;ECOPETROL S.A;SUPERFINANCIERA;Región Andina;BOGOTA D.C.;BOGOTA D.C.;610;MINERO;14482;3341;21685;12581;9103;2022
900112515;REFINERIA DE CARTAGENA S.A.S;SUPERSOCIEDADES;Región Caribe;BOLIVAR;CARTAGENA;1921;MANUFACTURA;2786;219;4284;1648;2636;2022
830095213;ORGANIZACIÓN TERPEL S.A.;SUPERFINANCIERA;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4661;COMERCIO;2360;33;748;447;301;2022
860069804;CARBONES DEL CERREJON LIMITED;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;510;MINERO;1639;605;1045;900;145;2022
800021308;DRUMMOND LTD;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;510;MINERO;1527;216;1427;634;793;2022
890900608;ALMACENES EXITO S A;SUPERFINANCIERA;Región Andina;ANTIOQUIA;ENVIGADO;4711;COMERCIO;1513;10;1485;762;723;2022
890904996;EMPRESAS PÚBLICAS DE MEDELLÍN E.S.P.;SUPERFINANCIERA;Región Andina;ANTIOQUIA;MEDELLIN;3513;SERVICIOS;1507;304;5947;3024;2923;2022
900156264;NUEVA EPS S.A.;SUPERSALUD;Región Andina;BOGOTA D.C.;BOGOTA D.C.;8430;SERVICIOS;1478;1;591;543;49;2022
800153993;COMUNICACIÓN CELULAR S.A.;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;6120;SERVICIOS;1463;179;2343;1467;876;2022
900276962;D1 SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4711;COMERCIO;1396;29;490;475;15;2022
890100577;AVIANCA;SUPERTRANSPORTE;Región Andina;BOGOTA D.C.;BOGOTA D.C.;5111;SERVICIOS;1144;80;1789;1933;145;2022
890900943;COLOMBIANA DE COMERCIO SA;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4741;COMERCIO;1114;34;614;396;218;2022
860063875;EMGESA S.A. E.S.P.;SUPERSERVICIOS;Región Andina;BOGOTA D.C.;BOGOTA D.C.;3511;SERVICIOS;1087;286;2706;1189;1517;2022
900818921;KOPPS COMMERCIAL SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4632;COMERCIO;966;88;505;398;107;2022
800088702;EPS SURA;SUPERSALUD;Región Andina;ANTIOQUIA;MEDELLIN;8430;SERVICIOS;930;14;210;187;24;2022
800251440;E.P.S. SANITAS S.A.;SUPERSALUD;Región Andina;BOGOTA D.C.;BOGOTA D.C.;8430;SERVICIOS;872;30;247;239;8;2022
900480569;JERONIMO MARTINS COLOMBIA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4711;COMERCIO;862;23;520;510;10;2022
900531210;CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4930;SERVICIOS;853;458;1956;235;1721;2022
830122566;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.  TELEFONICA;SUPERFINANCIERA;Región Andina;BOGOTA D.C.;BOGOTA D.C.;6110;SERVICIOS;786;7;1483;1007;475;2022
890107487;SUPERTIENDAS Y DROGUERIAS OLIMPICA S.A;SUPERSOCIEDADES;Región Caribe;ATLANTICO;BARRANQUILLA;4711;COMERCIO;778;14;530;328;202;2022
860002554;PRIMAX COLOMBIA S.A.;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4661;COMERCIO;776;5;174;127;47;2022
830078038;CERREJON ZONA NORTE S.A.;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;510;MINERO;720;284;795;336;459;2022
860005224;BAVARIA & CIA S.C.A;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;1103;MANUFACTURA;696;172;1068;753;315;2022
900585067;C.I. TRAFIGURA PETROLEUM COLOMBIA S.A.S.;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4661;COMERCIO;657;3;94;91;3;2022
800130907;SALUD TOTAL S.A. EPS;SUPERSALUD;Región Andina;BOGOTA D.C.;BOGOTA D.C.;8430;SERVICIOS;621;17;322;281;41;2022
800242106;SODIMAC COLOMBIA SA;SUPERFINANCIERA;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4774;COMERCIO;599;31;379;234;145;2022
800251163;OLEODUCTO CENTRAL S.A.;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4930;SERVICIOS;552;284;871;383;488;2022
900268747;PAREX RESOURCES (COLOMBIA) AG SUCURSAL;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;610;MINERO;550;249;1162;553;609;2022
830126302;FRONTERA ENERGY COLOMBIA CORP., SUCURSAL COLOMBIA;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;610;MINERO;515;162;870;207;663;2022
800249860;CELSIA COLOMBIA S.A. E.S.P. ANTES EMPRESA DE ENERGIA DEL PACIFICO S.A. E.S.P. EPSA;SUPERFINANCIERA;Región Pacífica;VALLE DEL CAUCA;YUMBO;3513;SERVICIOS;492;47;1111;663;448;2022
811000740;ISAGEN S.A. E.S.P.;SUPERFINANCIERA;Región Andina;ANTIOQUIA;MEDELLIN;3511;SERVICIOS;482;123;2381;1824;556;2022
900331322;VERANO ENERGY (SWITZERLAND) AG SUCURSAL;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;610;MINERO;472;78;1225;946;279;2022
900155107;CENCOSUD COLOMBIA SA;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4711;COMERCIO;464;1;581;182;398;2022
860005223;CHEVRON PETROLEUM COMPANY;SUPERFINANCIERA;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4661;COMERCIO;447;6;145;137;8;2022
860066942;COMPENSAR;SUPERSALUD;Región Andina;BOGOTA D.C.;BOGOTA D.C.;7010;SERVICIOS;442;13;191;141;50;2022
830028931;SAMSUNG ELECTRONICS COLOMBIA S.A.;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4652;COMERCIO;434;3;187;162;25;2022
900604350;SAVIA SALUD EPS;SUPERSALUD;Región Andina;ANTIOQUIA;MEDELLIN;8430;SERVICIOS;251;15;22;79;57;2022
800149695;DROGUERIAS Y FARMACIAS CRUZ VERDE SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4773;COMERCIO;428;3;286;242;44;2022
900493698;GEOPARK COLOMBIA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;610;MINERO;414;121;460;253;207;2022
900226715;COOSALUD;SUPERSALUD;Región Caribe;BOLIVAR;CARTAGENA;8430;SERVICIOS;408;12;112;79;33;2022
890903858;INDUSTRIA NACIONAL DE GASEOSAS S.A.;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;1104;MANUFACTURA;405;4;234;148;86;2022
830003564;FAMISANAR LTDA. CAFAM  COLSUBSIDIO E.P.S.;SUPERSALUD;Región Andina;BOGOTA D.C.;BOGOTA D.C.;8430;SERVICIOS;397;70;95;204;109;2022
860069378;CERRO MATOSO S.A.;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;723;MINERO;390;129;347;155;192;2022
860025792;RENAULT SOCIEDAD DE FABRICACION DE AUTOMOTORES S.A.S;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;ENVIGADO;2910;MANUFACTURA;373;19;104;65;39;2022
800059470;ESENTTIA S.A.;SUPERSOCIEDADES;Región Caribe;BOLIVAR;CARTAGENA;2013;MANUFACTURA;370;25;367;63;304;2022
899999082;GRUPO ENERGÍA DE BOGOTÁ S.A. E.S.P.;SUPERFINANCIERA;Región Andina;BOGOTA D.C.;BOGOTA D.C.;3512;SERVICIOS;359;285;3151;1101;2050;2022
900780510;AUTOMOTORES TOYOTA COLOMBIA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4511;COMERCIO;358;15;67;48;19;2022
860002304;GENERAL MOTORS COLMOTORES S.A.;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;2910;MANUFACTURA;357;7;213;140;73;2022
890901271;CONTEGRAL S.A.S.;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;ENVIGADO;1090;MANUFACTURA;352;11;130;78;52;2022
816001182;AUDIFARMA SA;SUPERSOCIEDADES;Región Andina;RISARALDA;PEREIRA;4645;COMERCIO;350;5;240;220;20;2022
860026895;ITALCOL SA;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;1090;MANUFACTURA;344;6;102;65;37;2022
800007813;VANTI S.A. E.S.P.;SUPERSERVICIOS;Región Andina;BOGOTA D.C.;BOGOTA D.C.;3520;SERVICIOS;337;27;182;123;59;2022
806008394;MUTUAL SER;SUPERSALUD;Región Caribe;BOLIVAR;CARTAGENA;8430;SERVICIOS;337;0;66;45;21;2022
860016610;INTERCONEXIÓN ELÉCTRICA S.A. E.S.P.  ISA;SUPERFINANCIERA;Región Andina;ANTIOQUIA;MEDELLIN;3512;SERVICIOS;332;219;2549;704;1845;2022
860072134;HOCOL S.A.;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;610;MINERO;325;53;487;206;281;2022
901421912;JGDB HOLDING SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;6499;SERVICIOS;309;228;1080;561;519;2022
830136799;BIOMAX BIOCOMBUSTIBLES S.A.;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4661;COMERCIO;309;8;147;100;47;2022
860041312;C.I. PRODECO S.A.;SUPERSOCIEDADES;Región Caribe;ATLANTICO;BARRANQUILLA;510;MINERO;282;98;237;57;179;2022
890300466;TECNOQUIMICAS S.A.;SUPERSOCIEDADES;Región Pacífica;VALLE DEL CAUCA;CALI;4669;COMERCIO;282;40;360;108;252;2022
890304130;ALIMENTOS CARNICOS S.A.S.;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;1011;MANUFACTURA;278;16;304;165;139;2022
900646156;TRAFIGURA MARKETING COLOMBIA SAS E.S.P;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4661;COMERCIO;277;4;100;107;7;2022
811009788;DISTRACOM S.A;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;4731;COMERCIO;277;10;148;55;93;2022
900092385;UNE EPM TELECOMUNICACIONES S.A.;SUPERFINANCIERA;Región Andina;ANTIOQUIA;MEDELLIN;6110;SERVICIOS;276;47;530;474;56;2022
860006333;YARA COLOMBIA S.A.;SUPERSOCIEDADES;Región Caribe;BOLIVAR;CARTAGENA;2012;MANUFACTURA;275;38;169;64;105;2022
860007277;MEXICHEM RESINAS COLOMBIA S.A.S.;SUPERSOCIEDADES;Región Caribe;BOLIVAR;CARTAGENA;2013;MANUFACTURA;273;20;119;25;94;2022
890900291;SOLLA S.A.;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;ITAGUI;1090;MANUFACTURA;267;9;108;68;40;2022
860004828;ALIMENTOS FINCA S.A.S.;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;ENVIGADO;1090;MANUFACTURA;264;6;119;76;43;2022
900323853;TELEPERFORMANCE COLOMBIA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;8220;SERVICIOS;263;28;142;55;87;2022
830114921;COLOMBIA MOVIL S A E S P;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;6120;SERVICIOS;262;25;441;439;1;2022
890903939;POSTOBON S.A.;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;1104;MANUFACTURA;260;1;343;197;146;2022
860078828;COLSANITAS;SUPERSALUD;Región Andina;BOGOTA D.C.;BOGOTA D.C.;8699;SERVICIOS;255;13;206;107;99;2022
860001697;GASEOSAS LUX SAS;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;1104;MANUFACTURA;255;9;207;111;96;2022
890912462;TAMPA CARGO S.A.S.;SUPERTRANSPORTE;Región Andina;ANTIOQUIA;RIONEGRO;5111;SERVICIOS;255;12;266;157;109;2022
901021565;EMSSANAR ESS;SUPERSALUD;Región Pacífica;NARIÑO;PASTO ;8699;SERVICIOS;253;42;36;182;146;2022
900017447;FALABELLA DE COLOMBIA S.A.;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4719;COMERCIO;252;5;145;112;33;2022
890301884;COLOMBINA S A;SUPERFINANCIERA;Región Pacífica;VALLE DEL CAUCA;ZARZAL;1082;MANUFACTURA;249;16;226;172;54;2022
900935126;ASMET SALUD;SUPERSALUD;Región Pacífica;CAUCA;POPAYAN;8430;SERVICIOS;249;3;27;104;77;2022
890100251;CEMENTOS ARGOS S.A;SUPERFINANCIERA;Región Caribe;ATLANTICO;BARRANQUILLA;2394;MANUFACTURA;248;14;1745;615;1130;2022
890112475;CI ENERGIA SOLAR SAS ESWINDOWS;SUPERSOCIEDADES;Región Caribe;ATLANTICO;BARRANQUILLA;2511;MANUFACTURA;247;37;161;85;76;2022
860031606;DIANA CORPORACION SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;1051;MANUFACTURA;243;2;133;105;28;2022
901526800;MARVAL HOLDING S.A.S.;SUPERSOCIEDADES;Región Andina;SANTANDER;BUCARAMANGA;4111;CONSTRUCCIÓN;230;231;216;2;214;2022
860053930;SIERRACOL ENERGY ARAUCA, LLC.;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;610;MINERO;228;97;110;85;25;2022
901210452;TERPEL EXPORTACIONES C.I. S.A.S;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4731;COMERCIO;227;2;19;16;3;2022
800216181;GRUPO AVAL ACCIONES Y VALORES S A;SUPERFINANCIERA;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4799;COMERCIO;226;254;2004;307;1696;2022
891304762;ITALCOL DE OCCIDENTE SA;SUPERSOCIEDADES;Región Pacífica;VALLE DEL CAUCA;PALMIRA;1090;MANUFACTURA;225;7;70;37;33;2022
800011987;TENARIS TUBOCARIBE LTDA;SUPERSOCIEDADES;Región Caribe;BOLIVAR;TURBACO;2592;MANUFACTURA;221;30;254;123;131;2022
860025900;ALPINA PRODUCTOS ALIMENTICIOS S A;SUPERFINANCIERA;Región Andina;CUNDINAMARCA;SOPO;1040;MANUFACTURA;216;10;158;134;24;2022
890201881;AVIDESA MAC POLLO SA;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;145;AGROPECUARIO;211;17;91;30;62;2022
900736182;APPLE COLOMBIA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4651;COMERCIO;210;0;60;58;2;2022
860002130;NESTLE DE COLOMBIA S.A;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;1089;MANUFACTURA;209;17;129;107;21;2022
890903532;INDUSTRIA COLOMBIANA DE CAFE S.A.S.;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;1062;MANUFACTURA;205;1;243;161;81;2022
860004864;SIERRACOL ENERGY ANDINA, LLC.;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;610;MINERO;202;40;364;149;214;2022
800141770;C.I. ACEPALMA S.A.;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4620;COMERCIO;202;3;41;32;9;2022
860000996;RACAFE & CIA SCARACAFE & CIA SCA;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;1061;MANUFACTURA;200;2;70;58;11;2022
890300546;COLGATE PALMOLIVE COMPAÑIA;SUPERSOCIEDADES;Región Pacífica;VALLE DEL CAUCA;CALI;2023;MANUFACTURA;199;7;100;75;25;2022
890105526;PROMIGAS S.A. E.S.P.;SUPERFINANCIERA;Región Caribe;ATLANTICO;BARRANQUILLA;4930;SERVICIOS;199;112;1119;549;570;2022
900319753;PRICESMART COLOMBIA S.A.S;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4711;COMERCIO;199;0;110;62;48;2022
800197463;POLLOS EL BUCANERO S.A.;SUPERSOCIEDADES;Región Pacífica;VALLE DEL CAUCA;CALI;1011;MANUFACTURA;196;19;174;120;53;2022
890920304;PEPSICO ALIMENTOS COLOMBIA LTDA;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;1089;MANUFACTURA;195;6;62;38;24;2022
900110594;OLAM AGRO COLOMBIA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;1061;MANUFACTURA;194;1;42;35;7;2022
860002518;UNILEVER ANDINA COLOMBIA LTDA;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4645;COMERCIO;193;8;142;84;57;2022
900777972;C.I. TRAFIGURA COAL COLOMBIA S.A.S;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4641;COMERCIO;192;0;32;32;0;2022
890900161;PRODUCTOS FAMILIA SA;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;1709;MANUFACTURA;191;32;307;60;247;2022
900291798;CI ADM COLOMBIA LTDA;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4620;COMERCIO;191;1;41;34;7;2022
900166687;CONTINENTAL GOLD LIMITED SUCURSAL COLOMBIA;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;722;MINERO;188;13;554;333;221;2022
900196778;ONGC VIDESH LIMITED SUCURSAL COLOMBIANA;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;610;MINERO;188;49;180;185;4;2022
860513970;COMERCIALIZADORA INTERNACIONAL MILPA SOCIEDAD ANONIMA;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4661;COMERCIO;185;32;139;60;79;2022
890904224;C.I. UNIÓN DE BANANERO DE URABÁ S.A.  UNIBVA;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;4631;COMERCIO;185;5;118;60;58;2022
891100445;ORF S.A;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;1051;MANUFACTURA;184;10;151;81;70;2022
900298372;CAPITAL SALUD EPSS S.A.S;SUPERSALUD;Región Andina;BOGOTA D.C.;BOGOTA D.C.;8430;SERVICIOS;184;0;42;39;3;2022
900099234;SUCDEN COLOMBIA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4620;COMERCIO;179;0;25;24;1;2022
800039996;KUEHNE+ NAGEL S.A.S;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;5229;SERVICIOS;179;4;38;28;10;2022
860516431;GRAN TIERRA ENERGY COLOMBIA, LLC SUCURSAL;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;610;MINERO;178;45;317;122;195;2022
830019189;AIRES LATAM AIRLINES COLOMBIA;SUPERTRANSPORTE;Región Andina;BOGOTA D.C.;BOGOTA D.C.;5111;SERVICIOS;178;42;94;144;49;2022
800149384;CLINICA COLSANITAS S A;SUPERSALUD;Región Andina;ANTIOQUIA;MEDELLIN;8610;SERVICIOS;177;7;129;73;56;2022
890932389;TERNIUM COLOMBIA S. A. S.;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;ITAGUI;4663;COMERCIO;173;4;131;53;77;2022
891903333;CARCAFE LTDA.;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;1061;MANUFACTURA;171;1;49;41;8;2022
900313349;FAST COLOMBIA;SUPERTRANSPORTE;Región Andina;ANTIOQUIA;RIONEGRO;5111;SERVICIOS;171;36;338;424;86;2022
900943243;SURAMERICA COMERCIAL SAS;SUPERSOCIEDADES;Región Pacífica;VALLE DEL CAUCA;CALI;4719;COMERCIO;170;3;129;72;58;2022
900059238;MAKRO SUPERMAYORISTA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4690;COMERCIO;170;1;135;72;63;2022
890300406;CARTON COLOMBIA S.A.;SUPERSOCIEDADES;Región Pacífica;VALLE DEL CAUCA;YUMBO;1701;MANUFACTURA;170;17;337;149;188;2022
800035776;NEXSYS DE COLOMBIA SAS;SUPERSOCIEDADES;Región Andina;CUNDINAMARCA;COTA ;4651;COMERCIO;170;0;108;91;17;2022
900824185;HP COLOMBIA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4659;COMERCIO;169;9;102;99;3;2022
900306309;ARIS MINING SEGOVIA;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;722;MINERO;169;45;140;35;105;2022
860525148;FIDUPREVISORA FONDO DE PRESTACIONES SOCIALES DEL MAGISTERIO;SUPERSALUD;Región Andina;BOGOTA D.C.;BOGOTA D.C.;6431;SERVICIOS;168;16;966;764;202;2022
890301886;FABRICA NACIONAL DE AUTOPARTES FANALCA S.A;SUPERSOCIEDADES;Región Pacífica;VALLE DEL CAUCA;YUMBO;3091;MANUFACTURA;164;19;156;88;69;2022
860029995;ACERIAS PAZ DE RIO S A;SUPERFINANCIERA;Región Andina;BOGOTA D.C.;BOGOTA D.C.;2410;MANUFACTURA;164;4;202;96;106;2022
891300382;HARINERA DEL VALLE S.A.;SUPERSOCIEDADES;Región Pacífica;VALLE DEL CAUCA;PALMIRA;1051;MANUFACTURA;164;5;184;75;109;2022
900491889;MASSER S.A.S;SUPERSOCIEDADES;Región Caribe;ATLANTICO;BARRANQUILLA;4731;COMERCIO;162;0;6;5;1;2022
830010738;C.I. SUNSHINE BOUQUET S.A.S.;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;125;AGROPECUARIO;161;2;158;115;43;2022
900703240;MAZDA DE COLOMBIA S.A.S.;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4511;COMERCIO;161;5;48;24;24;2022
800149149;ALIMENTOS BALANCEADOS TEQUENDAMA S.A. ALBATEQ S.A.;SUPERSOCIEDADES;Región Andina;CUNDINAMARCA;FUNZA ;1090;MANUFACTURA;160;1;38;28;10;2022
830140321;HUAWEI TECHNOLOGIES COLOMBIA S.A.S.;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4652;COMERCIO;159;4;137;131;6;2022
860002536;COMPAÑÍA COLOMBIANA DE CERAMICA S.AAN;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;2393;MANUFACTURA;158;2;151;93;58;2022
900466209;PORSCHE COLOMBIA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4511;COMERCIO;157;7;77;62;14;2022
900087414;RIOPAILA CASTILLA S.A.;SUPERFINANCIERA;Región Pacífica;VALLE DEL CAUCA;CALI;1071;MANUFACTURA;157;9;137;84;54;2022
800186960;ALTIPAL S.A.S.;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4690;COMERCIO;155;3;50;42;8;2022
811036030;COMPAÑIA NACIONAL DE CHOCOLATES S.A.S.;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;1082;MANUFACTURA;155;14;260;116;144;2022
900327290;DERCO COLOMBIA SAS;SUPERSOCIEDADES;Región Andina;CUNDINAMARCA;CHIA;4511;COMERCIO;155;4;75;57;18;2022
860000006;TEAM FOODS COLOMBIA SA;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;1032;MANUFACTURA;153;6;118;84;34;2022
860001942;BAYERS.A.;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;2021;MANUFACTURA;153;8;111;85;26;2022
800167643;GASES DE OCCIDENTE S.A. E.S.P.;SUPERFINANCIERA;Región Pacífica;VALLE DEL CAUCA;CALI;3520;SERVICIOS;152;13;147;104;44;2022
830006051;DIAGEO COLOMBIA S.A.;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4632;COMERCIO;152;9;81;71;11;2022
901012419;SUCAFINA COLOMBIA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4620;COMERCIO;152;4;46;45;0;2022
899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. E.S.P.;SUPERFINANCIERA;Región Andina;BOGOTA D.C.;BOGOTA D.C.;6110;SERVICIOS;152;5;422;201;220;2022
800018359;BEL STAR S.A.;SUPERSOCIEDADES;Región Andina;CUNDINAMARCA;TOCANCIPA ;2023;MANUFACTURA;152;3;108;65;43;2022
800229035;TECNOGLASS S.A.S.;SUPERSOCIEDADES;Región Caribe;ATLANTICO;BARRANQUILLA;2310;MANUFACTURA;151;18;119;85;34;2022
830041314;DIRECCION DE SANIDAD POLICIA NACIONAL;SUPERSALUD;Región Andina;BOGOTA D.C.;BOGOTA D.C.;8699;SERVICIOS;151;2;156;59;97;2022
830004993;CASATORO SA BIC;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4511;COMERCIO;150;6;81;45;37;2022
890301690;INGREDION COLOMBIA SA;SUPERSOCIEDADES;Región Pacífica;VALLE DEL CAUCA;CALI;1052;MANUFACTURA;149;13;106;55;52;2022
891300237;INGENIO DEL CAUCA S.A.S.;SUPERSOCIEDADES;Región Pacífica;VALLE DEL CAUCA;CALI;1071;MANUFACTURA;148;19;265;113;152;2022
891800111;DIACO S.A.;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;2410;MANUFACTURA;148;17;101;30;71;2022
900030538;LENOVO (ASIA PACIFIC) LIMITED SUCURSAL COLOMBIA LENOVO (ASIA PACIFIC) LIMITED SUCURSAL COLOMBIA;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4651;COMERCIO;148;3;48;41;7;2022
800130426;GYJ FERRETERIAS S.A.;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4663;COMERCIO;148;7;88;47;40;2022
811014994;COMPAÑÍA DE GALLETAS NOEL S.A.S.;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;1089;MANUFACTURA;147;20;314;98;216;2022
860047657;INCHCAPE COLOMBIA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4511;COMERCIO;146;6;91;55;36;2022
890916911;INDUSTRIA COLOMBIANA DE MOTOCICLETAS YAMAHA S.A.;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;GIRARDOTA ;3091;MANUFACTURA;145;8;93;33;60;2022
800000946;PROCTER & GAMBLE COLOMBIA LTDA;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4649;COMERCIO;142;3;69;42;27;2022
