NIT;RAZÓN SOCIAL;SUPERVISOR;REGIÓN;DEPARTAMENTO DOMICILIO;CIUDAD DOMICILIO;CIIU;MACROSECTOR;INGRESOS OPERACIONALES;GANANCIA (PÉRDIDA);TOTAL ACTIVOS;TOTAL PASIVOS;TOTAL PATRIMONIO;Año de Corte
800251710;COMERCIALIZADORA INTERNACIONAL CI PISCICOLA NEW YORK SA;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;322;AGROPECUARIO;17;1;11;7;4;2021
900416386;ZONA FRANCA INDUSTRIAL COLMOTORES SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;2930;MANUFACTURA;17;2;17;6;12;2021
800067861;COMPAÑIA IBEROAMERICANA DE PLASTICOS S.A.S;SUPERSOCIEDADES;Región Andina;CUNDINAMARCA;MADRID;2229;MANUFACTURA;17;1;29;10;19;2021
900018975;CASS CONSTRUCTORES SAS;SUPERSOCIEDADES;Región Andina;CUNDINAMARCA;CHIA;4210;CONSTRUCCIÓN;17;1;94;75;19;2021
800229172;POLYBOL S A S;SUPERSOCIEDADES;Región Caribe;BOLIVAR;CARTAGENA;2221;MANUFACTURA;17;2;17;11;6;2021
890311341;LISTOS SAS;SUPERSOCIEDADES;Región Pacífica;VALLE DEL CAUCA;CALI;7820;SERVICIOS;17;0;3;2;1;2021
900241784;AUTOMOTRIZ ESCANDINAVA S.A.S.;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4511;COMERCIO;17;1;12;10;2;2021
811038881;HUMAX PHARMACEUTICAL S.A.;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;LA ESTRELLA;2100;MANUFACTURA;17;1;18;6;12;2021
800239471;EPSON COLOMBIA LTDA;SUPERSOCIEDADES;Región Andina;CUNDINAMARCA;COTA ;4651;COMERCIO;17;0;8;9;2;2021
800026404;SALIA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;6810;COMERCIO;17;0;8;5;3;2021
804006601;BAGUER SAS;SUPERSOCIEDADES;Región Andina;SANTANDER;GIRON;4771;COMERCIO;17;0;19;14;5;2021
806006435;JUANAUTOS EL CERRO S.A.S;SUPERSOCIEDADES;Región Caribe;BOLIVAR;CARTAGENA;4511;COMERCIO;17;1;7;4;2;2021
900581702;CLINICA DE URGENCIAS BUCARAMANGA S.A.S;SUPERSALUD;Región Andina;SANTANDER;BUCARAMANGA;8610;SERVICIOS;17;1;11;5;5;2021
860025639;MITSUBISHI ELECTRIC DE COLOMBIA LTDA;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4799;COMERCIO;17;2;31;8;23;2021
802007207;AUTOTROPICAL S.A.S.;SUPERSOCIEDADES;Región Caribe;ATLANTICO;BARRANQUILLA;4511;COMERCIO;17;1;6;3;3;2021
891855029;HOSPITAL REGIONAL DE LA ORINOQUIA E.S.E.;SUPERSALUD;Región Orinoquía;CASANARE;YOPAL;8610;SERVICIOS;17;0;20;4;16;2021
900199922;GENOMMA LAB COLOMBIA LTDA;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4773;COMERCIO;17;2;6;4;2;2021
900089825;ADAMA COLOMBIA S.A.S.;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4664;COMERCIO;17;0;19;17;2;2021
860035047;INTERAMERICANA DE PRODUCTOS QUIMICOS SAS;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;2029;MANUFACTURA;17;2;14;6;8;2021
901253015;EQUIREN VEHICULOS Y MAQUINARIAS S.A.S;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;7710;SERVICIOS;17;2;63;29;34;2021
811021363;UNIPLES SA;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;ENVIGADO;4690;COMERCIO;17;0;6;4;3;2021
800159244;AUTOMOTORA NORTE Y SUR LTDA;SUPERSOCIEDADES;Región Pacífica;VALLE DEL CAUCA;CALI;4511;COMERCIO;17;1;3;2;1;2021
810000450;CONTACTAMOS SAS;SUPERSOCIEDADES;Región Andina;CALDAS;MANIZALES;7820;SERVICIOS;17;0;2;2;0;2021
860015547;MMS COMUNICACIONES COLOMBIA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;7310;SERVICIOS;17;2;25;18;7;2021
830051740;PROTEX SAS;SUPERSOCIEDADES;Región Andina;CUNDINAMARCA;FUNZA ;4645;COMERCIO;17;2;11;4;6;2021
800255713;PRODUCTOS LACTEOS COLFRANCE CPS EN C EN REORGANIZACION;SUPERSOCIEDADES;Región Andina;CUNDINAMARCA;FUQUENE;1040;MANUFACTURA;17;0;10;7;3;2021
860024586;PAVIMENTOS COLOMBIA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4210;CONSTRUCCIÓN;17;3;119;59;59;2021
891304849;INGENIERIA MAQUINARIA Y EQUIPOS DE COLOMBIA SOCIEDAD POR ACCIONES SIMPLIFICADA;SUPERSOCIEDADES;Región Pacífica;VALLE DEL CAUCA;PALMIRA;4653;COMERCIO;17;1;13;8;5;2021
890906119;NUVANT S.A.S;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;SABANETA ;2221;MANUFACTURA;17;0;25;15;11;2021
890101676;FABRICA DE BOLSAS DE PAPEL UNIBOL SAS;SUPERSOCIEDADES;Región Caribe;ATLANTICO;SOLEDAD;1709;MANUFACTURA;17;0;24;13;11;2021
900759454;DENTIX COLOMBIA SAS;SUPERSALUD;Región Andina;ANTIOQUIA;MEDELLIN;8622;SERVICIOS;17;1;23;14;10;2021
824001041;CLINICA MEDICOS S.A.;SUPERSALUD;Región Caribe;CESAR;VALLEDUPAR;8610;SERVICIOS;17;2;33;15;18;2021
890903995;AGAVAL S.A.;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;4772;COMERCIO;17;0;14;8;6;2021
800129856;CLINICA DE LA COSTA LTDA;SUPERSALUD;Región Caribe;ATLANTICO;BARRANQUILLA;8610;SERVICIOS;17;1;14;6;8;2021
890922487;DAR AYUDA TEMPORAL SA;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;7820;SERVICIOS;17;0;3;2;1;2021
800084728;DISTRIBUIDORA MAYORISTA DE AUTOMOVILES S.A.S;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4511;COMERCIO;17;0;6;4;2;2021
860049921;SGS COLOMBIA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;8299;SERVICIOS;17;3;29;9;20;2021
860013704;GASES INDUSTRIALES DE COLOMBIA S.A CRYOGAS S.A.;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;ENVIGADO;2011;MANUFACTURA;17;1;23;4;19;2021
800179966;IPS CLINICA REINA CATALINA S.A.S.;SUPERSALUD;Región Caribe;ATLANTICO;BARRANQUILLA;8610;SERVICIOS;17;2;21;7;14;2021
900038926;PROMOTORA MEDICA Y ODONTOLOGICA DE ANTIOQUIA SA;SUPERSALUD;Región Andina;ANTIOQUIA;MEDELLIN;8621;SERVICIOS;17;0;11;9;2;2021
901067786;GESTION Y OPERACION DE LA COSTA SAS;SUPERSOCIEDADES;Región Caribe;ATLANTICO;BARRANQUILLA;7490;SERVICIOS;17;0;5;3;1;2021
811020107;FLORES EL CAPIRO SA;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;125;AGROPECUARIO;17;2;18;10;8;2021
800000750;PETROSANTANDER COLOMBIA GMBH;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;610;MINERO;17;1;51;14;36;2021
900474313;ACEITES Y GRASAS DEL CATATUMBO SAS;SUPERSOCIEDADES;Región Caribe;ATLANTICO;BARRANQUILLA;1031;MANUFACTURA;17;0;9;7;1;2021
800165815;TEXTILES 1X1 S.A.S.;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;1311;MANUFACTURA;17;0;14;10;4;2021
860078024;JORGE CORTES MORA Y CIA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4511;COMERCIO;17;0;6;2;4;2021
800116749;EXTRACTORA MONTERREY SA EXTRACTORA MONTERREY SA S;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;1031;MANUFACTURA;17;1;8;3;5;2021
800221591;CENTRO ACEROS DEL CARIBE LTDA;SUPERSOCIEDADES;Región Caribe;ATLANTICO;BARRANQUILLA;4663;COMERCIO;17;2;14;9;5;2021
830510909;RIVERCOL SAS;SUPERSOCIEDADES;Región Pacífica;VALLE DEL CAUCA;YUMBO;4620;COMERCIO;17;1;5;3;1;2021
802005075;ACEITES S.A.;SUPERSOCIEDADES;Región Caribe;MAGDALENA;SANTA MARTA;1031;MANUFACTURA;17;1;9;4;5;2021
800021137;AGRÍCOLA SARA PALMA S.A.SD;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;122;AGROPECUARIO;17;1;25;8;17;2021
900425918;TOTALENERGIES MARKETING COLOMBIA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4661;COMERCIO;17;1;9;7;1;2021
809009050;EMBOTELLADORA DE BEBIDAS DEL TOLIMA SA;SUPERSOCIEDADES;Región Andina;TOLIMA;MARIQUITA;1104;MANUFACTURA;17;1;12;9;3;2021
900149606;EXCAVACIONES Y PROYECTOS DE COLOMBIA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;990;MINERO;16;1;16;3;13;2021
830045768;VPC COLOMBIA S.A.S;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4631;COMERCIO;16;0;5;5;0;2021
830039229;BOSTON SCIENTIFIC COLOMBIA LIMITADA;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4645;COMERCIO;16;2;14;8;6;2021
890301291;ELI LILLY INTERAMERICA INC;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4645;COMERCIO;16;0;16;2;14;2021
890906347;E.S.E. HOSPITAL MANUEL URIBE ANGEL;SUPERSALUD;Región Andina;ANTIOQUIA;ENVIGADO;8610;SERVICIOS;16;0;18;3;14;2021
900055635;INVERSIONES LIGOL SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4731;COMERCIO;16;1;5;1;4;2021
800150223;PRIMATELA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4641;COMERCIO;16;1;16;9;8;2021
806008047;BDP COLOMBIA SAS;SUPERSOCIEDADES;Región Caribe;BOLIVAR;CARTAGENA;5229;SERVICIOS;16;1;5;4;2;2021
890903910;RADIO CADENA NACIONAL SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;6010;SERVICIOS;16;1;29;6;23;2021
860048429;AGROEXPORT DE COLOMBIA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4620;COMERCIO;16;0;7;5;2;2021
900042103;EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DEL CARIBE;SUPERSALUD;Región Caribe;BOLIVAR;CARTAGENA;8610;SERVICIOS;16;3;12;9;4;2021
900570383;ACEROS TURIA DE COLOMBIA S.A.S.;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;2410;MANUFACTURA;16;0;10;11;1;2021
800148119;GRASAS Y DERIVADOS S.A. GRADESA S.A.;SUPERSOCIEDADES;Región Caribe;MAGDALENA;CIENAGA;1032;MANUFACTURA;16;0;11;7;4;2021
900083863;CENTRAL LECHERA DE MANIZALES S.A;SUPERSOCIEDADES;Región Andina;CALDAS;MANIZALES;1040;MANUFACTURA;16;0;7;4;3;2021
860513290;PRODUCTORES DE ENVASES FARMACEUTICOS SAS PROENFAR SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;2229;MANUFACTURA;16;1;22;11;11;2021
890323239;SUMMAR TEMPORALES SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;7820;SERVICIOS;16;0;3;1;1;2021
830037955;MASTERFOODS COLOMBIA LTDA  EFFEM COLOMBIA LTDA;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;1090;MANUFACTURA;16;0;9;8;1;2021
800029899;INGENIERIA Y VIAS SAS BIC;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;4210;CONSTRUCCIÓN;16;0;18;12;6;2021
891501676;ESE HOSPITAL SUSANA LOPEZ DE VALENCIA;SUPERSALUD;Región Pacífica;CAUCA;POPAYAN;8610;SERVICIOS;16;3;16;2;14;2021
900275698;PANDAPAN DISTRIBUCIONES S.A.S.;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;LA ESTRELLA;4711;COMERCIO;16;0;6;5;1;2021
900710164;GONVARRI MS COLOMBIA S.A.S;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;ITAGUI;2511;MANUFACTURA;16;0;18;15;3;2021
900642557;INVERSIONES VAQUITA EXPRESS SAS;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;ENVIGADO;4711;COMERCIO;16;0;4;4;1;2021
860000018;AGENCIA DE VIAJES Y TURISMO AVIATUR S.A.S;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;7911;SERVICIOS;16;0;27;25;2;2021
832000662;VENTAS Y MARCAS SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4690;COMERCIO;16;0;11;9;2;2021
900469230;BIGFOOT COLOMBIA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4791;COMERCIO;16;3;8;11;3;2021
830027386;OMYA ANDINA S.A.S.;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;4664;MANUFACTURA;16;1;23;9;14;2021
800087297;SPECTRUM BRANDS CORP SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4644;COMERCIO;16;0;13;11;2;2021
817000865;METALMECANICAS DEL SUR S.A.;SUPERSOCIEDADES;Región Pacífica;CAUCA;GUACHENÉ;2511;MANUFACTURA;16;3;20;13;7;2021
800231235;EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO SAN JORGE;SUPERSALUD;Región Andina;RISARALDA;PEREIRA;8610;SERVICIOS;16;0;23;7;15;2021
800099903;CARVAJAL EDUCACION S.A.S.;SUPERSOCIEDADES;Región Pacífica;VALLE DEL CAUCA;YUMBO;1709;MANUFACTURA;16;1;35;35;0;2021
890912426;PEREZ Y CARDONA S.A.S.;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;4664;COMERCIO;16;0;15;9;6;2021
800149026;INSTITUTO DE CANCEROLOGIA S.A;SUPERSALUD;Región Andina;ANTIOQUIA;MEDELLIN;8692;SERVICIOS;16;1;14;10;4;2021
860031768;GREMCA AGRICULTURA Y ENERGIA SOSTENIBLE S.A.;SUPERSOCIEDADES;Región Caribe;ATLANTICO;BARRANQUILLA;126;AGROPECUARIO;16;1;22;8;14;2021
900389156;SOFTLINE INTERNATIONAL DE COLOMBIA S.A.S.;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;6202;SERVICIOS;16;0;8;8;0;2021
900800051;CPA DISTRIBUCIÓN DE COLOMBIA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4644;COMERCIO;16;1;6;3;3;2021
900249297;COMERCIALIZADORA DE SERVICIOS FINANCIEROS SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;6619;SERVICIOS;16;1;5;3;3;2021
817000790;FORSA S.A;SUPERSOCIEDADES;Región Pacífica;CAUCA;GUACHENÉ;2511;MANUFACTURA;16;1;14;10;4;2021
800201668;SEGURIDAD ONCOR LTDA;SUPERVIGILANCIA;Región Andina;BOGOTA D.C.;BOGOTA D.C.;8010;SERVICIOS;16;0;13;7;6;2021
890112179;COMPAÑIA ENVASADORA DEL ATLANTICO SAS;SUPERSOCIEDADES;Región Caribe;ATLANTICO;BARRANQUILLA;1020;MANUFACTURA;16;5;18;2;17;2021
860068255;COMPAÑIA DE SERVICIOS Y ADMINISTRACION S.A SERDAN S.A;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;8299;SERVICIOS;16;0;23;13;10;2021
890929647;QUIMICOS Y PLASTICOS INDUSTRIALES S.A.S.;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;ENVIGADO;4664;COMERCIO;16;1;12;7;4;2021
800057965;VISION SOFTWARE SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;6202;SERVICIOS;16;0;5;4;2;2021
800034825;COMERCIALIZADORA INTERNACIONAL ANTILLANA S.A;SUPERSOCIEDADES;Región Caribe;BOLIVAR;CARTAGENA;311;AGROPECUARIO;16;1;8;6;3;2021
812005522;FUNDACION AMIGOS DE LA SALUD;SUPERSALUD;Región Caribe;CORDOBA;MONTERIA;8621;SERVICIOS;16;0;16;3;13;2021
806014553;TUVACOL S.A.;SUPERSOCIEDADES;Región Caribe;ATLANTICO;BARRANQUILLA;4663;COMERCIO;16;2;19;12;7;2021
900578105;CORPORACIÓN SALUD UN;SUPERSALUD;Región Andina;BOGOTA D.C.;BOGOTA D.C.;8621;SERVICIOS;16;1;8;6;2;2021
860041312;C.I. PRODECO S.A.;SUPERSOCIEDADES;Región Caribe;ATLANTICO;BARRANQUILLA;510;MINERO;16;58;137;506;369;2021
817001528;PAVCO DE OCCIDENTE S.A.S.;SUPERSOCIEDADES;Región Pacífica;CAUCA;GUACHENÉ;2229;MANUFACTURA;16;0;13;8;5;2021
800197601;ANGIOGRAFIA DE OCCIDENTE S.A.;SUPERSALUD;Región Andina;ANTIOQUIA;MEDELLIN;8691;SERVICIOS;16;4;27;7;20;2021
900114122;EXTRACTORA MARIA LA BAJA SA;SUPERSOCIEDADES;Región Caribe;ATLANTICO;BARRANQUILLA;1031;MANUFACTURA;16;0;5;4;2;2021
890302629;CONSTRUCTORA MELENDEZ S.A.;SUPERSOCIEDADES;Región Pacífica;VALLE DEL CAUCA;CALI;4111;CONSTRUCCIÓN;16;1;31;20;11;2021
900392658;SOLUCIONES LABORALES HORIZONTE SAS BIC;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;7820;SERVICIOS;16;0;2;1;1;2021
811003604;TRILLADORA LA MONTAÑA S.A.S.;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;ITAGUI;4631;COMERCIO;16;0;4;1;3;2021
890910591;EXPLANAN SAS;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;4210;CONSTRUCCIÓN;16;1;14;7;6;2021
900548102;AZTECA COMUNICACIONES COLOMBIA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;6190;SERVICIOS;16;5;42;43;2;2021
900089005;AMERISUR EXPLORACION COLOMBIA LIMITADA;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;610;MINERO;16;3;43;13;30;2021
800045797;INDUSTRIAS ALIADAS S.A.S.;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;1063;MANUFACTURA;16;2;13;4;9;2021
860450780;SERVISION DE COLOMBIA LIMITADA;SUPERVIGILANCIA;Región Andina;BOGOTA D.C.;BOGOTA D.C.;8010;SERVICIOS;16;0;4;2;2;2021
830129289;SOLARTE NACIONAL DE CONSTRUCCIONES S.A.S;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4210;CONSTRUCCIÓN;16;0;38;26;12;2021
830033206;INVERSIONES EN RECREACION DEPORTE Y SALUD S A;SUPERSALUD;Región Andina;ANTIOQUIA;MEDELLIN;8621;SERVICIOS;16;3;51;53;2;2021
900896197;AUTOMOTORES FRANCIA S.A.S.;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4511;COMERCIO;16;0;6;4;1;2021
830087848;TUGO SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4754;COMERCIO;16;1;12;10;2;2021
901180732;AMAZON OPERATION SERVICES COLOMBIA S.A.S;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;8220;SERVICIOS;16;1;15;4;11;2021
890900424;MICROPLAST ANTONIO PALACIO & CIA SAS;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;2229;MANUFACTURA;16;2;27;5;22;2021
800118334;BELLEZA EXPRESS SA;SUPERSOCIEDADES;Región Pacífica;VALLE DEL CAUCA;CALI;2023;MANUFACTURA;16;1;19;7;11;2021
811009393;LABORLABORATORIOS DELTA SAS ATORIOS DELTA SAS;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;RIONEGRO;4645;COMERCIO;16;1;11;8;3;2021
901109330;MITAYOS ZONA FRANCA SAS BIC;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;2421;MANUFACTURA;15;0;2;1;1;2021
900407111;GENCELL PHARMA S.A.S;SUPERSALUD;Región Andina;BOGOTA D.C.;BOGOTA D.C.;8691;SERVICIOS;15;4;10;3;6;2021
900265172;CONSTRUCCION Y DESARROLLO BOLIVAR S.A.S;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;6499;SERVICIOS;15;15;119;0;119;2021
800221724;PRODUCTORA DE INSUMOS AGROPECUARIOS, SOMEX S.A.;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;1090;MANUFACTURA;15;0;10;8;2;2021
860026442;B BRAUN MEDICAL S.A.;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4659;COMERCIO;15;0;11;6;5;2021
800250634;MEDICINA INTEGRAL S.A.;SUPERSALUD;Región Caribe;CORDOBA;MONTERIA;8621;SERVICIOS;15;0;9;5;4;2021
900810414;DRINKS DE COLOMBIA SAS;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;GIRARDOTA ;1104;MANUFACTURA;15;1;14;11;3;2021
900891513;CLINICA NUEVA RAFAEL URIBE URIBE SAS;SUPERSALUD;Región Pacífica;VALLE DEL CAUCA;CALI;8610;SERVICIOS;15;1;7;6;1;2021
800128680;REENCAFE SAS;SUPERSOCIEDADES;Región Andina;RISARALDA;PEREIRA;4530;COMERCIO;15;1;9;5;4;2021
811046900;CLINICA CARDIO VID;SUPERSALUD;Región Andina;ANTIOQUIA;MEDELLIN;8610;SERVICIOS;15;0;11;6;5;2021
900098476;HOSPITAL INFANTIL UNIVERSITARIO DE SAN JOSE;SUPERSALUD;Región Andina;BOGOTA D.C.;BOGOTA D.C.;8610;SERVICIOS;15;0;15;9;6;2021
900517378;CSP DE COLOMBIA LTDA;SUPERSOCIEDADES;Región Caribe;ATLANTICO;MALAMBO;2599;MANUFACTURA;15;1;38;30;9;2021
860052989;SUTEX SAS;SUPERSOCIEDADES;Región Andina;CUNDINAMARCA;COTA ;4641;COMERCIO;15;1;22;15;7;2021
901065873;PLUS + ENERGY S.A.S;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4661;COMERCIO;15;0;7;4;3;2021
900297009;FRESENIUS MEDICAL CARE ANDINA SAS;SUPERSOCIEDADES;Región Andina;CUNDINAMARCA;COTA ;2100;MANUFACTURA;15;1;29;10;19;2021
800044807;STEPAN COLOMBIA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;2011;MANUFACTURA;15;1;11;5;5;2021
890901298;DYNA Y CIA S.A;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;BELLO;4663;COMERCIO;15;1;10;7;4;2021
901140179;INVERSIONES DUQUIN SAS;SUPERSOCIEDADES;Región Caribe;BOLIVAR;CARTAGENA;4755;COMERCIO;15;0;6;5;2;2021
800026092;HB FULLER COLOMBIA SAS;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;RIONEGRO;2029;MANUFACTURA;15;2;15;4;10;2021
800247851;TUYOMOTOR S.A.S;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;4511;COMERCIO;15;0;4;2;2;2021
890942310;AYURA MOTOR S.A.;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;ENVIGADO;4511;COMERCIO;15;1;9;4;5;2021
822000851;DISTRIBUCIONES HERNANDEZ GOMEZ LTDA;SUPERSOCIEDADES;Región Orinoquía;META;VILLAVICENCIO;4731;COMERCIO;15;0;3;2;1;2021
901299665;FINCIMEC SPA SUCURSAL COLOMBIA FINCIMEC SPA SUCURSAL COLOMBIA;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;3312;MANUFACTURA;15;0;5;4;1;2021
900039999;BERLLANO S.A.;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;REMEDIOS;4632;COMERCIO;15;0;1;1;0;2021
860009397;FARMA DE COLOMBIA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4645;COMERCIO;15;2;8;4;4;2021
830059718;AECSA SA;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;6910;SERVICIOS;15;2;13;5;8;2021
860518811;QUIMICA COSMOS S.A;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;2022;MANUFACTURA;15;1;9;5;4;2021
860527960;WESCO SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4662;COMERCIO;15;1;21;14;7;2021
901181764;C.I UPFIELD COLOMBIA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;1089;COMERCIO;15;0;19;8;11;2021
891903528;INVERSIONES ECHEVERRI BARSA SAS;SUPERSOCIEDADES;Región Pacífica;VALLE DEL CAUCA;CARTAGO;4620;COMERCIO;15;0;1;1;0;2021
830065609;CHANEME COMERCIAL S.A.;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4530;COMERCIO;15;1;19;9;10;2021
900149596;ASISFARMA S.A.;SUPERSALUD;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4645;COMERCIO;15;1;10;7;3;2021
830057706;BRIDGESTONE DE COLOMBIA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4530;COMERCIO;15;0;10;10;1;2021
900397763;SOCIEDAD CLINICA IBEROAMERICA S.A.S.;SUPERSALUD;Región Caribe;ATLANTICO;BARRANQUILLA;8610;SERVICIOS;15;1;11;6;5;2021
860034812;PELICULAS EXTRUIDAS S A S PELEX S AS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;2221;MANUFACTURA;15;0;11;6;4;2021
860000762;LADRILLERA SANTAFE SA PUDIENDO UTILIZAR LAS DENOMINACIONES SANTAFE Y SANT;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;2392;MANUFACTURA;15;7;51;24;27;2021
890907245;ARANGO HERMANOS SAS;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;SANTA ROSA DE OSOS;1090;MANUFACTURA;15;0;9;4;6;2021
